MK114118.1	1976
KY471120.1	2015
KY471119.1	2015
KY471118.1	2015
KY471117.1	2015
KY471116.1	2015
KY471115.1	2015
KY471114.1	2015
KY471113.1	2015
KY471112.1	2015
KY471111.1	2015
KY471110.1	2015
KY471109.1	2015
KY471108.1	2015
KY471107.1	2015
KY471106.1	2015
KY471105.1	2015
KY471104.1	2015
KY471103.1	2015
KY471102.1	2015
KY471101.1	2015
KY471100.1	2015
KY471099.1	2015
KY471098.1	2015
KY471097.1	2015
KY471096.1	2015
KY471095.1	2015
KY471094.1	2015
KY471093.1	2015
KY471092.1	2015
KY471091.1	2015
KY471090.1	2015
KY558988.1	2014-08-01
KY558987.1	2014-09-01
KY558986.1	2014-11-01
KY558985.1	2014-09-01
KY558984.1	2014-12-01
KU220282.1	2014-08-25
KU220281.1	2014-08-25
KU220280.1	2014-08-24
KU220279.1	2014-08-24
KU220278.1	2014-08-24
KU220277.1	2014-08-10
KU220276.1	2015-07-12
KU220275.1	2015-07-08
KU220274.1	2015-07-07
KU220273.1	2015-07-07
KU220272.1	2015-07-02
KU220271.1	2015-07-01
KU220270.1	2015-06-30
KU220269.1	2015-06-29
KY366421.1	2015-05
KY366420.1	2015-03
KY366419.1	2015-03
KY366418.1	2015-03
KY366417.1	2015-03
KY366416.1	2015-04
KY366415.1	2015-03
KY366414.1	2015-03
KY366413.1	2015-03
KY366412.1	2015-03
KU143834.1	2014
KU143833.1	2014
KU143832.1	2014
KU143831.1	2014
KU143830.1	2014
KU143829.1	2014
KU143828.1	2014
KU143827.1	2014
KU143826.1	2014
KU143825.1	2014
KU143824.1	2014
KU143823.1	2014
KU143822.1	2014
KU143821.1	2014
KU143820.1	2014
KU143819.1	2014
KU143818.1	2014
KU143817.1	2014
KU143816.1	2014
KU143815.1	2014
KU143814.1	2014
KU143813.1	2014
KU143812.1	2014
KU143811.1	2014
KU143810.1	2014
KU143809.1	2014
KU143808.1	2014
KU143807.1	2014
KU143806.1	2014
KU143805.1	2014
KU143804.1	2014
KU143803.1	2014
KU143802.1	2014
KU143801.1	2014
KU143800.1	2014
KU143799.1	2014
KU143798.1	2014
KU143797.1	2014
KU143796.1	2014
KU143795.1	2014
KU143794.1	2014
KU143793.1	2014
KU143792.1	2014
KU143791.1	2014
KU143790.1	2014
KU143789.1	2014
KU143788.1	2014
KU143787.1	2014
KU143786.1	2014
KU143785.1	2014
KU143784.1	2014
KU143783.1	2014
KU143782.1	2014
KU143781.1	2014
KU143780.1	2014
KU143779.1	2014
KU143778.1	2014
KU143777.1	2014
KU143776.1	2014
KU143775.1	2014
KU321200.1	2012-02-21
KU321164.1	2012-02-21
KU321157.1	2012-02-21
KU321151.1	2012-02-21
KU321146.1	2012-02-21
KU321131.1	2012-02-21
KU321128.1	2012-02-21
KU321114.1	2012-02-21
KU321099.1	2012-02-21
KU321093.1	2012-02-21
KU321086.1	2012-02-21
LT630605.1	2015-08-24
LT630604.1	2015-07-15
LT630602.1	2015-07-15
LT630601.1	2015-07-13
LT630600.1	2015-07-12
LT630599.1	2015-07-12
LT630598.1	2015-07-12
LT630597.1	2015-07-08
LT630596.1	2015-06-20
LT630595.1	2015-06-19
LT630594.1	2015-06-19
LT630593.1	2015-06-19
LT630592.1	2015-06-18
LT630591.1	2015-06-09
LT630590.1	2015-06-08
LT630589.1	2015-06-29
LT630588.1	2015-06-29
LT630587.1	2015-05-27
LT630586.1	2015-05-03
LT630585.1	2015-08-03
LT630584.1	2015-06-16
LT630583.1	2015-05-27
LT630581.1	2015-08-14
LT630580.1	2015-09-26
LT630579.1	2015-09-26
LT630578.1	2015-09-26
LT630577.1	2015-06-05
LT630576.1	2015-06-02
LT630575.1	2015-09-15
LT630574.1	2015-07-13
LT630573.1	2015-08-23
LT630572.1	2015-08-17
LT630571.1	2015-08-13
LT630570.1	2015-08-11
LT630569.1	2015-06-27
LT630568.1	2015-06-21
LT630567.1	2015-06-21
LT630566.1	2015-06-25
LT630565.1	2015-06-20
LT630564.1	2015-07-13
LT630563.1	2015-10-13
LT630562.1	2015-09-15
LT630561.1	2015-09-09
LT630560.1	2015-07-15
LT630559.1	2015-07-10
LT630558.1	2015-07-03
LT630557.1	2015-07-02
LT630556.1	2015-07-01
LT630555.1	2015-07-01
LT630554.1	2015-06-30
LT630553.1	2015-06-29
LT630552.1	2015-06-29
LT630551.1	2015-06-23
LT630550.1	2015-06-20
LT630549.1	2015-06-17
LT630548.1	2015-06-18
LT630547.1	2015-06-15
LT630545.1	2015-06-16
LT630544.1	2015-06-13
LT630543.1	2015-06-12
LT630542.1	2015-06-12
LT630541.1	2015-05-18
LT630540.1	2015-05-14
LT630539.1	2015-04-08
LT630538.1	2015-04-03
LT630537.1	2015-03-29
LT630536.1	2015-03-26
LT630535.1	2015-06-10
LT630534.1	2015-06-07
LT630533.1	2015-06-07
LT630532.1	2015-06-07
LT630531.1	2015-05-31
LT630530.1	2015-05-31
LT630529.1	2015-05-30
LT630528.1	2015-05-29
LT630527.1	2015-05-28
LT630526.1	2015-05-27
LT630525.1	2015-05-25
LT630524.1	2015-05-26
LT630523.1	2015-05-20
LT630522.1	2015-05-19
LT630521.1	2015-05-17
LT630520.1	2015-05-16
LT630519.1	2015-05-14
LT630518.1	2015-05-14
LT630517.1	2015-05-13
LT630516.1	2015-05-12
LT630515.1	2015-05-11
LT630514.1	2015-05-11
LT630513.1	2015-05-06
LT630512.1	2015-05-05
LT630511.1	2015-05-04
LT630510.1	2015-05-04
LT630509.1	2015-05-03
LT630508.1	2015-05-03
LT630507.1	2015-04-20
LT630506.1	2015-04-20
LT630505.1	2015-04-20
LT630504.1	2015-04-20
LT630503.1	2015-04-14
LT630502.1	2015-04-14
LT630501.1	2015-04-07
LT630500.1	2015-04-02
LT630499.1	2015-03-26
LT630498.1	2015-03-26
LT630497.1	2015-03-26
LT630496.1	2015-03-25
LT630495.1	2015-03-22
LT630494.1	2015-03-18
LT630493.1	2015-03-16
LT630491.1	2015-03-12
LT630490.1	2015-03-09
LT630489.1	2015-03-26
KT587346.1	2014-09-05
KT587345.1	2014-09-24
KT587344.1	2015-03-27
KT587343.1	2015-03-20
KX121424.1	2015-04-18
KX121423.1	2015-04-04
KX121422.1	2015-03-02
KX121421.1	2014-12-23
KX121420.1	2014-11-04
KX121419.1	2014-11-02
KX121194.1	2016-01-20
KX121193.1	2016-01-12
KX013101.1	2014-07-22
KX013100.1	2014-08-08
KX013099.1	2014-08-04
KX013098.1	2014-08-06
KX013097.1	2014-08-05
KX013096.1	2014-08-15
KX013095.1	2014-09-01
KX013094.1	2014-08-06
KX013093.1	2014-08-06
KX013092.1	2014-08-04
KX013091.1	2014-08-05
KX013090.1	2014-08-06
KU220284.1	2015-01-16
KU220283.1	2014-12-30
KX009912.1	2014-11-25
KX009911.1	2014-11-25
KX009910.1	2014-11-25
KX009909.1	2014-11-23
KX009908.1	2014-11-23
KX009907.1	2014-11-19
KX009906.1	2014-10-23
KX009905.1	2014-10-10
KX009904.1	2014-10-10
KX009903.1	2014-09-27
KX009902.1	2014-09-16
KX009901.1	2014-09-07
KX009900.1	2014-09-07
KX009899.1	2014-09-06
KX009898.1	2014-09-06
KX009897.1	2014-09-04
KX009896.1	2014-09-04
KX009895.1	2014-08-27
KX009894.1	2014-08-27
KX009893.1	2014-08-27
KX009892.1	2014-08-27
KX000400.1	2014-03-19
KX000399.1	2014-03-10
KX000398.1	2014-03-10
KT582109.1	2011-07-24
KU321162.1	2012-02-21
KU042955.1	2014-12-03
KU042954.1	2014-12-30
KR075003.1	2014
KR075002.1	2014
KR075001.1	2014
KR075000.1	2015
KR074999.1	2015
KR074998.1	2015
KR074997.1	2015
KR074996.1	2014
KP240935.1	2014-10-13
KP240934.1	2014-10-11
KP240933.1	2014-10-06
KP240932.1	2014-09-26
KP240931.1	2014-09-13
KU182909.1	1995-05-04
KU182908.1	1995-05-04
KU182907.1	1995-05-04
KU182906.1	1995-05-04
KU182905.1	1995-05-04
KU182904.1	1995-05-04
KU182903.1	1995-05-04
KU182902.1	1995-05-04
KU182901.1	1995-05-04
KU182900.1	1995-05-04
KU182899.1	1995-05-04
KU182898.1	1995-05-04
KU052670.1	2015-10-08
KU052669.1	2015-10-08
KT961624.1	2015-05
KT946869.1	2014-12-19
KT345616.1	2015-02-19
KR867676.1	1995-05-04
KR063672.1	1995-04-01
KR063671.1	1976-10-01
KT633511.1	2014-10-13
KT633510.1	2014-10-14
KT633509.1	2014-12-18
KR534526.1	2014-09-15
KR534591.1	2014-10-07
KR534590.1	2014-10-07
KR534589.1	2014-10-04
KR534588.1	2014-08-27
KR534587.1	2014-08-26
KR534586.1	2014-07-24
KR534585.1	2014-10-04
KR534584.1	2014-10-02
KR534583.1	2014-10-02
KR534582.1	2014-09-27
KR534581.1	2014-09-25
KR534580.1	2014-09-25
KR534579.1	2014-09-24
KR534578.1	2014-09-19
KR534577.1	2014-09-18
KR534576.1	2014-10-16
KR534575.1	2014-10-15
KR534574.1	2014-10-25
KR534573.1	2014-10-25
KR534572.1	2014-10-24
KR534571.1	2014-10-24
KR534570.1	2014-10-24
KR534569.1	2014-10-23
KR534568.1	2014-10-24
KR534567.1	2014-10-22
KR534566.1	2014-10-20
KR534565.1	2014-10-18
KR534564.1	2014-10-18
KR534563.1	2014-10-19
KR534562.1	2014-10-18
KR534561.1	2014-10-15
KR534560.1	2014-10-14
KR534559.1	2014-10-14
KR534558.1	2014-10-13
KR534557.1	2014-10-11
KR534556.1	2014-10-10
KR534555.1	2014-10-10
KR534554.1	2014-10-09
KR534553.1	2014-10-09
KR534552.1	2014-10-08
KR534551.1	2014-10-08
KR534550.1	2014-10-08
KR534549.1	2014-10-07
KR534548.1	2014-10-07
KR534547.1	2014-10-07
KR534546.1	2014-10-07
KR534545.1	2014-10-06
KR534544.1	2014-10-04
KR534543.1	2014-10-04
KR534542.1	2014-10-04
KR534541.1	2014-10-04
KR534540.1	2014-10-02
KR534539.1	2014-10-02
KR534538.1	2014-10-02
KR534537.1	2014-09-28
KR534536.1	2014-09-25
KR534535.1	2014-09-25
KR534534.1	2014-09-24
KR534533.1	2014-09-24
KR534532.1	2014-09-22
KR534531.1	2014-09-21
KR534530.1	2014-09-21
KR534529.1	2014-09-21
KR534528.1	2014-09-20
KR534527.1	2014-09-19
KR534525.1	2014-09-14
KR534524.1	2014-09-11
KR534523.1	2014-08-29
KR534522.1	2014-08-28
KR534521.1	2014-08-28
KR534520.1	2014-08-26
KR534519.1	2014-08-22
KR534518.1	2014-08-21
KR534517.1	2014-08-20
KR534516.1	2014-08-19
KR534515.1	2014-08-16
KR534514.1	2014-08-15
KR534513.1	2014-08-14
KR534512.1	2014-08-12
KR534511.1	2014-08-02
KR534510.1	2014-07-27
KR534509.1	2014-07-24
KR534508.1	2014-07-24
KR534507.1	2014-07-24
KR819004.1	2014-08-16
KP701371.1	2014-11-25
KR817206.1	2014-05-07
KR817205.1	2014-05-07
KR817084.1	2014-09-30
KR817245.1	2014-07-12
KR817244.1	2014-07-12
KR817243.1	2014-07-12
KR817242.1	2014-07-10
KR817241.1	2014-07-04
KR817240.1	2014-07-03
KR817239.1	2014-06-29
KR817238.1	2014-06-26
KR817237.1	2014-06-25
KR817236.1	2014-06-24
KR817235.1	2014-06-22
KR817234.1	2014-06-20
KR817233.1	2014-06-20
KR817232.1	2014-06-20
KR817231.1	2014-06-20
KR817230.1	2014-06-20
KR817229.1	2014-06-15
KR817228.1	2014-06-14
KR817227.1	2014-06-13
KR817226.1	2014-06-10
KR817225.1	2014-06-10
KR817224.1	2014-06-09
KR817223.1	2014-06-09
KR817222.1	2014-06-09
KR817221.1	2014-06-09
KR817220.1	2014-06-05
KR817219.1	2014-06-05
KR817218.1	2014-06-01
KR817217.1	2014-05-28
KR817216.1	2014-05-24
KR817215.1	2014-05-24
KR817214.1	2014-05-22
KR817213.1	2014-05-21
KR817212.1	2014-05-21
KR817211.1	2014-05-18
KR817210.1	2014-05-14
KR817209.1	2014-05-11
KR817208.1	2014-05-11
KR817207.1	2014-05-10
KR817204.1	2014-05-01
KR817203.1	2014-04-28
KR817202.1	2014-04-22
KR817201.1	2014-04-18
KR817200.1	2014-04-13
KR817199.1	2014-04-12
KR817198.1	2014-04-11
KR817197.1	2014-04-10
KR817196.1	2014-04-07
KR817195.1	2014-04-04
KR817194.1	2014-04-01
KR817193.1	2014-04-02
KR817192.1	2014-04-03
KR817191.1	2014-04-02
KR817190.1	2014-04-02
KR817189.1	2014-03-27
KR817188.1	2014-03-27
KR817187.1	2014-03-27
KR817186.1	2014-03-30
KR817185.1	2014-03-31
KR817184.1	2014-03-31
KR817183.1	2014-03-31
KR817182.1	2014-03-31
KR817181.1	2014-03-31
KR817180.1	2014-03-28
KR817179.1	2014-03-28
KR817178.1	2014-07-30
KR817177.1	2014-12-18
KR817176.1	2014-12-17
KR817175.1	2014-12-16
KR817174.1	2014-12-14
KR817173.1	2014-12-15
KR817172.1	2014-12-14
KR817171.1	2014-12-14
KR817170.1	2014-12-11
KR817169.1	2014-12-11
KR817168.1	2014-12-09
KR817167.1	2014-12-09
KR817166.1	2014-12-04
KR817165.1	2014-12-03
KR817164.1	2014-12-04
KR817163.1	2014-12-01
KR817162.1	2014-12-01
KR817161.1	2014-11-24
KR817160.1	2014-11-24
KR817159.1	2014-11-13
KR817158.1	2014-11-13
KR817157.1	2014-11-13
KR817156.1	2014-11-08
KR817155.1	2014-11-08
KR817154.1	2014-11-03
KR817153.1	2014-11-03
KR817152.1	2014-11-01
KR817151.1	2014-11-01
KR817150.1	2014-10-29
KR817149.1	2014-10-27
KR817148.1	2014-10-26
KR817147.1	2014-10-23
KR817146.1	2014-10-23
KR817145.1	2014-10-22
KR817144.1	2014-10-19
KR817143.1	2014-10-18
KR817142.1	2014-10-18
KR817141.1	2014-10-18
KR817140.1	2014-10-17
KR817139.1	2014-10-10
KR817138.1	2014-10-10
KR817137.1	2014-10-10
KR817136.1	2014-10-10
KR817135.1	2014-10-10
KR817134.1	2014-08-31
KR817133.1	2014-08-30
KR817132.1	2014-08-30
KR817131.1	2014-08-29
KR817130.1	2014-08-23
KR817129.1	2014-08-22
KR817128.1	2014-08-17
KR817127.1	2014-08-17
KR817126.1	2014-08-16
KR817125.1	2014-08-14
KR817124.1	2014-08-14
KR817123.1	2014-08-08
KR817122.1	2014-08-08
KR817121.1	2014-08-04
KR817120.1	2014-08-04
KR817119.1	2014-08-01
KR817118.1	2014-08-01
KR817117.1	2014-08-01
KR817116.1	2014-08-01
KR817115.1	2014-07-25
KR817114.1	2014-07-26
KR817113.1	2014-07-22
KR817112.1	2014-07-22
KR817111.1	2014-07-22
KR817110.1	2014-07-22
KR817109.1	2014-07-22
KR817108.1	2014-07-22
KR817107.1	2014-07-18
KR817106.1	2015-01-31
KR817105.1	2015-01-27
KR817104.1	2015-01-25
KR817103.1	2015-01-22
KR817102.1	2015-01-15
KR817101.1	2015-01-14
KR817100.1	2015-01-11
KR817099.1	2015-01-04
KR817098.1	2015-01-04
KR817097.1	2015-01-02
KR817096.1	2015-01-02
KR817095.1	2014-12-27
KR817094.1	2014-12-26
KR817093.1	2014-12-24
KR817092.1	2014-12-22
KR817091.1	2014-12-19
KR817090.1	2014-12-20
KR817089.1	2014-10-05
KR817088.1	2014-10-05
KR817087.1	2014-10-01
KR817086.1	2014-10-01
KR817085.1	2014-10-01
KR817083.1	2014-09-29
KR817082.1	2014-09-29
KR817081.1	2014-09-29
KR817080.1	2014-09-22
KR817079.1	2014-09-21
KR817078.1	2014-09-13
KR817077.1	2014-09-13
KR817076.1	2014-09-13
KR817075.1	2014-09-12
KR817074.1	2014-09-09
KR817073.1	2014-09-07
KR817072.1	2014-09-07
KR817071.1	2014-09-04
KR817070.1	2014-09-04
KR817069.1	2014-09-01
KR817068.1	2014-09-01
KR817067.1	2014-09-01
KR653246.1	2014-09-03
KR653305.1	2014-09-21
KR653304.1	2014-11-01
KR653303.1	2014-09-26
KR653302.1	2014-10-23
KR653301.1	2014-10-23
KR653300.1	2014-09-24
KR653299.1	2014-11-15
KR653298.1	2014-10-28
KR653297.1	2014-09-15
KR653296.1	2014-08-29
KR653295.1	2014-11-25
KR653294.1	2014-08-27
KR653293.1	2014-10-10
KR653292.1	2014-11-04
KR653291.1	2014-09-22
KR653290.1	2014-11-26
KR653289.1	2014-10-01
KR653288.1	2014-09-28
KR653287.1	2014-09-03
KR653286.1	2014-09-10
KR653285.1	2014-10-24
KR653284.1	2014-09-26
KR653283.1	2014-10-09
KR653282.1	2014-10-29
KR653281.1	2014-12-26
KR653280.1	2014-09-16
KR653279.1	2014-09-02
KR653278.1	2014-09-07
KR653277.1	2014-10-27
KR653276.1	2014-09-23
KR653275.1	2014-10-25
KR653274.1	2014-10-11
KR653273.1	2014-10-01
KR653272.1	2014-10-26
KR653271.1	2014-11-12
KR653270.1	2014-11-12
KR653269.1	2014-09-18
KR653268.1	2014-10-24
KR653267.1	2014-08-23
KR653266.1	2014-09-25
KR653265.1	2014-08-27
KR653264.1	2014-11-07
KR653263.1	2014-09-05
KR653262.1	2014-10-14
KR653261.1	2014-09-24
KR653260.1	2014-09-28
KR653259.1	2014-11-14
KR653258.1	2014-10-30
KR653257.1	2014-11-05
KR653256.1	2014-11-03
KR653255.1	2014-10-19
KR653254.1	2014-10-18
KR653253.1	2014-11-03
KR653252.1	2014-08-20
KR653251.1	2014-08-22
KR653250.1	2014-09-21
KR653249.1	2014-10-16
KR653248.1	2014-10-31
KR653247.1	2014-10-25
KR653245.1	2014-11-01
KR653244.1	2014-09-21
KR653243.1	2014-11-15
KR653242.1	2014-11-07
KR653241.1	2014-08-24
KR653240.1	2014-11-06
KR653239.1	2014-08-22
KR653238.1	2014-11-08
KR653237.1	2014-11-24
KR653236.1	2014-11-05
KR653235.1	2014-09-04
KR653234.1	2014-10-12
KR653233.1	2014-10-04
KR653232.1	2014-09-23
KR653231.1	2014-11-13
KR653230.1	2014-10-03
KR653229.1	2014-09-23
KR653228.1	2014-11-01
KR653227.1	2014-08-26
KR653226.1	2014-10-18
KR653225.1	2014-10-05
KR653224.1	2014-12-22
KR105345.1	2014-09-27
KR105328.1	2014-09-21
KR105323.1	2014-09-17
KR105302.1	2014-08-25
KR105295.1	2014-08-17
KR105294.1	2014-08-16
KR105282.1	2014-08-13
KR105266.1	2014-08-04
KR105263.1	2014-08-03
KR105253.1	2014-07-20
KR105349.1	2014-09-28
KR105348.1	2014-09-28
KR105347.1	2014-09-27
KR105346.1	2014-09-27
KR105344.1	2014-09-25
KR105343.1	2014-09-25
KR105342.1	2014-09-25
KR105341.1	2014-09-25
KR105340.1	2014-09-25
KR105339.1	2014-09-25
KR105338.1	2014-09-25
KR105337.1	2014-09-25
KR105336.1	2014-09-25
KR105335.1	2014-09-25
KR105334.1	2014-09-25
KR105333.1	2014-09-25
KR105332.1	2014-09-25
KR105331.1	2014-09-22
KR105330.1	2014-09-22
KR105329.1	2014-09-21
KR105327.1	2014-09-16
KR105326.1	2014-09-16
KR105325.1	2014-09-16
KR105324.1	2014-09-18
KR105322.1	2014-09-15
KR105321.1	2014-09-16
KR105320.1	2014-09-16
KR105319.1	2014-09-15
KR105318.1	2014-09-14
KR105317.1	2014-09-13
KR105316.1	2014-09-13
KR105315.1	2014-09-11
KR105314.1	2014-09-11
KR105313.1	2014-09-11
KR105312.1	2014-09-10
KR105311.1	2014-09-08
KR105310.1	2014-09-08
KR105309.1	2014-09-05
KR105308.1	2014-09-05
KR105307.1	2014-09-04
KR105306.1	2014-08-28
KR105305.1	2014-08-28
KR105304.1	2014-08-28
KR105303.1	2014-08-25
KR105301.1	2014-08-22
KR105300.1	2014-08-24
KR105299.1	2014-08-18
KR105298.1	2014-08-19
KR105297.1	2014-08-17
KR105296.1	2014-08-18
KR105293.1	2014-08-16
KR105292.1	2014-08-15
KR105291.1	2014-08-15
KR105290.1	2014-08-15
KR105289.1	2014-08-15
KR105288.1	2014-08-14
KR105287.1	2014-08-14
KR105286.1	2014-08-12
KR105285.1	2014-08-14
KR105284.1	2014-08-14
KR105283.1	2014-08-14
KR105281.1	2014-08-13
KR105280.1	2014-08-13
KR105279.1	2014-08-12
KR105278.1	2014-08-13
KR105277.1	2014-08-12
KR105276.1	2014-08-11
KR105275.1	2014-08-10
KR105274.1	2014-08-10
KR105273.1	2014-08-10
KR105272.1	2014-08-09
KR105271.1	2014-08-05
KR105270.1	2014-08-05
KR105269.1	2014-08-05
KR105268.1	2014-08-05
KR105267.1	2014-08-04
KR105265.1	2014-08-03
KR105264.1	2014-08-03
KR105262.1	2014-08-01
KR105261.1	2014-07-26
KR105260.1	2014-07-22
KR105259.1	2014-08-05
KR105258.1	2014-07-21
KR105257.1	2014-07-21
KR105256.1	2014-07-21
KR105255.1	2014-07-20
KR105254.1	2014-07-20
KR105252.1	2014-07-19
KR105251.1	2014-07-19
KR105250.1	2014-07-19
KR105249.1	2014-07-19
KR105248.1	2014-07-18
KR105247.1	2014-07-18
KR105246.1	2014-07-18
KR105245.1	2014-07-16
KR105244.1	2014-07-16
KR105243.1	2014-07-15
KR105242.1	2014-07-14
KR105241.1	2014-07-09
KR105240.1	2014-07-15
KR105239.1	2014-07-18
KR105238.1	2014-07-14
KR105237.1	2014-07-14
KR105236.1	2014-07-13
KR105235.1	2014-07-14
KR105234.1	2014-07-14
KR105233.1	2014-07-14
KR105232.1	2014-07-14
KR105231.1	2014-07-13
KR105230.1	2014-07-12
KR105229.1	2014-07-12
KR105228.1	2014-07-11
KR105227.1	2014-07-11
KR105226.1	2014-07-11
KR105225.1	2014-07-11
KR105224.1	2014-07-11
KR105223.1	2014-07-11
KR105222.1	2014-07-11
KR105221.1	2014-07-10
KR105220.1	2014-07-11
KR105219.1	2014-07-09
KR105218.1	2014-07-08
KR105217.1	2014-07-08
KR105216.1	2014-07-07
KR105215.1	2014-07-06
KR105214.1	2014-07-04
KR105213.1	2014-07-05
KR105212.1	2014-06-24
KR105211.1	2014-06-25
KR105210.1	2014-06-24
KR105209.1	2014-06-24
KR105208.1	2014-06-22
KR105207.1	2014-06-21
KR105206.1	2014-06-21
KR105205.1	2014-06-19
KR105204.1	2014-06-19
KR105203.1	2014-06-17
KR105202.1	2014-06-18
KR105201.1	2014-06-19
KR105200.1	2014-06-16
KM233049.1	2014-05-31
KR025228.1	2015-03-12
KR006964.1	2014-09-23
KR006963.1	2014-10-01
KR006962.1	2015-02-14
KR006961.1	2015-02-02
KR006960.1	2015-01-20
KR006959.1	2014-12-22
KR006958.1	2014-12-20
KR006956.1	2014-12-10
KR006954.1	2014-12-03
KR006953.1	2014-11-25
KR006952.1	2014-11-22
KR006951.1	2014-11-14
KR006949.1	2014-11-13
KR006948.1	2014-11-10
KR006947.1	2014-11-08
KR006946.1	2014-11-08
KR006945.1	2014-11-08
KR006944.1	2014-11-06
KR006943.1	2014-11-06
KR006942.1	2014-11-06
KR006940.1	2014-11-05
KP260802.1	2014-11-12
KP260801.1	2014-11-21
KP260800.1	2014-11-12
KP260799.1	2014-10-23
KP728283.1	2014-11-21
KM655246.1	1976
KP271020.1	2014-08-20
KP271019.1	2014-08-20
KP271018.1	2014-08-20
KP658432.1	2014-12-29
KP184503.1	2014-08-25
KP120616.1	2014-08-25
KM034563.1	2014-05-28
KM034562.1	2014-05-28
KM034561.1	2014-05-28
KM034560.1	2014-05-28
KM034559.1	2014-05-28
KM034558.1	2014-05-28
KM034557.1	2014-05-27
KM034556.1	2014-05-26
KM034555.1	2014-06-06
KM034554.1	2014-05-27
KM034553.1	2014-05-27
KM034552.1	2014-05-26
KM034551.1	2014-05-26
KM034550.1	2014-05-25
KM034549.1	2014-05-25
KM233118.1	2014-06-12
KM233117.1	2014-06-09
KM233116.1	2014-06-04
KM233115.1	2014-06-18
KM233114.1	2014-06-20
KM233113.1	2014-06-18
KM233112.1	2014-06-18
KM233111.1	2014-06-18
KM233110.1	2014-06-18
KM233109.1	2014-06-18
KM233108.1	2014-06-18
KM233107.1	2014-06-17
KM233106.1	2014-06-17
KM233105.1	2014-06-17
KM233104.1	2014-06-17
KM233103.1	2014-06-16
KM233102.1	2014-06-16
KM233101.1	2014-06-16
KM233100.1	2014-06-16
KM233099.1	2014-06-17
KM233098.1	2014-06-16
KM233097.1	2014-06-15
KM233096.1	2014-06-15
KM233095.1	2014-06-15
KM233094.1	2014-06-15
KM233093.1	2014-06-15
KM233092.1	2014-06-15
KM233091.1	2014-06-15
KM233090.1	2014-06-15
KM233089.1	2014-06-15
KM233088.1	2014-06-17
KM233087.1	2014-06-15
KM233086.1	2014-06-15
KM233085.1	2014-06-15
KM233084.1	2014-06-15
KM233083.1	2014-06-20
KM233082.1	2014-06-15
KM233081.1	2014-06-15
KM233080.1	2014-06-15
KM233079.1	2014-06-15
KM233078.1	2014-06-15
KM233077.1	2014-06-15
KM233076.1	2014-06-14
KM233075.1	2014-06-14
KM233074.1	2014-06-14
KM233073.1	2014-06-14
KM233072.1	2014-06-14
KM233071.1	2014-06-12
KM233070.1	2014-06-14
KM233069.1	2014-06-12
KM233068.1	2014-06-16
KM233067.1	2014-06-15
KM233066.1	2014-06-13
KM233065.1	2014-06-12
KM233064.1	2014-06-14
KM233063.1	2014-06-12
KM233062.1	2014-06-11
KM233061.1	2014-06-10
KM233060.1	2014-06-14
KM233059.1	2014-06-12
KM233058.1	2014-06-10
KM233057.1	2014-06-09
KM233056.1	2014-06-07
KM233055.1	2014-06-07
KM233054.1	2014-06-07
KM233053.1	2014-06-05
KM233052.1	2014-06-13
KM233051.1	2014-06-11
KM233050.1	2014-06-09
KM233048.1	2014-06-09
KM233047.1	2014-06-08
KM233046.1	2014-06-06
KM233045.1	2014-06-04
KM233044.1	2014-06-04
KM233043.1	2014-06-03
KM233042.1	2014-06-03
KM233041.1	2014-06-03
KM233040.1	2014-06-03
KM233039.1	2014-06-03
KM233038.1	2014-06-03
KM233037.1	2014-06-03
KM233036.1	2014-06-02
KM233035.1	2014-06-02
KM519951.1	2014
